DESCRIPTION,PARKING_ZONE,PERMIT_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,Global_ID
R4275,SCA,SCA,Parallel,Active,100 Block SCURFIELD PL NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.2149012 51.1201039, -114.2148772 51.1200955, -114.2148272 51.1200918, -114.2148068 51.1200918, -114.2147743 51.1200916, -114.2147192 51.1200944, -114.2146529 51.1200953, -114.2145854 51.1200973, -114.2145704 51.1200977, -114.2145554 51.1200981, -114.2145404 51.1200985, -114.2145254 51.120099, -114.2145104 51.1200994, -114.2144977 51.1200997, -114.2144851 51.1201, -114.2144724 51.1201004, -114.2144598 51.1201007, -114.2144471 51.120101, -114.2144313 51.1201015, -114.2144155 51.1201019, -114.2143997 51.1201024, -114.2143838 51.1201028, -114.214368 51.1201033, -114.2143568 51.1201037, -114.2143456 51.1201041, -114.2143344 51.1201046, -114.2143232 51.1201052, -114.214312 51.1201057, -114.2142991 51.1201065, -114.2142864 51.1201075, -114.2142736 51.1201087, -114.2142609 51.1201101, -114.2142482 51.1201116, -114.214235 51.1201135, -114.2142219 51.1201157, -114.214209 51.1201182, -114.2141962 51.120121, -114.2141836 51.1201242, -114.2141695 51.1201281, -114.2141557 51.1201324, -114.2141421 51.1201369, -114.2141284 51.1201413, -114.2141145 51.1201454, -114.2141022 51.1201488, -114.2140897 51.1201519, -114.2140772 51.1201548, -114.2140645 51.1201575, -114.2140517 51.1201599, -114.2140415 51.1201612, -114.2140311 51.1201618, -114.2140206 51.1201617, -114.2140101 51.1201611, -114.2139997 51.1201601, -114.2139857 51.1201583, -114.2139719 51.120156, -114.2139583 51.120153, -114.2139449 51.1201493, -114.2139317 51.120145, -114.2139201 51.1201405, -114.2139095 51.1201356, -114.2138997 51.1201302, -114.2138906 51.1201242, -114.2138819 51.1201175, -114.2138729 51.120109, -114.2138655 51.1201003))",eecbaf9c-366b-45b5-8d77-4d926df1a456
R4647,L,L,Parallel,Active,500 Block 9 AV NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0757869 51.0611028, -114.0756086 51.0611043, -114.0754303 51.0611058, -114.075252 51.0611073, -114.0743464 51.0611076))",07a330fb-70e6-4f1e-aa02-e85914413578
R6620,F,F,Parallel,Active,600 Block CRESCENT RD NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0769905 51.0623125, -114.0769892 51.0623124, -114.0769841 51.0623122, -114.076979 51.062312, -114.0769739 51.062312, -114.0769689 51.0623121, -114.0769622 51.0623123, -114.0769555 51.0623124, -114.0769488 51.0623126, -114.0769421 51.0623129, -114.0769354 51.0623133, -114.0769246 51.0623142, -114.0769138 51.0623151, -114.076903 51.0623161, -114.0768922 51.0623171, -114.0768813 51.0623179, -114.0768596 51.0623195, -114.0768379 51.062321, -114.0768162 51.0623226, -114.0767945 51.0623241, -114.0767728 51.0623257, -114.0767429 51.0623278, -114.076713 51.06233, -114.0766831 51.0623322, -114.0766532 51.0623343, -114.0766233 51.0623365, -114.0765758 51.0623399, -114.0765284 51.0623433, -114.0764809 51.0623468, -114.0764334 51.0623502, -114.076386 51.0623535, -114.0763459 51.0623563, -114.0763059 51.0623589, -114.0762658 51.0623615, -114.0762257 51.0623641, -114.0761856 51.0623669, -114.0761391 51.0623702, -114.0760926 51.0623736, -114.0760461 51.062377, -114.0759996 51.0623804, -114.0759531 51.0623837, -114.0759115 51.0623867, -114.07587 51.0623896, -114.0758285 51.0623925, -114.075787 51.0623954, -114.0757455 51.0623983, -114.0757034 51.0624013, -114.0756613 51.0624042, -114.0756192 51.0624072, -114.0755771 51.0624102, -114.075535 51.0624131, -114.0754913 51.0624162, -114.0754476 51.0624193, -114.0754039 51.0624225, -114.0753602 51.0624256, -114.0753165 51.0624287, -114.0752786 51.0624314, -114.0752406 51.0624341, -114.0752027 51.0624368, -114.0751647 51.0624395, -114.0751268 51.0624422, -114.0750977 51.0624442, -114.0750686 51.0624461, -114.0750396 51.0624481, -114.0750105 51.06245, -114.0749814 51.062452, -114.0749564 51.0624538, -114.0749315 51.0624557, -114.0749065 51.0624577, -114.0748815 51.0624596, -114.0748566 51.0624614, -114.0748128 51.0624645, -114.074769 51.0624675, -114.0747252 51.0624705, -114.0746815 51.0624735, -114.0746377 51.0624766, -114.0746155 51.0624782, -114.0745933 51.0624799, -114.0745712 51.0624816, -114.074549 51.0624833, -114.0745268 51.0624849, -114.0745199 51.0624853, -114.074513 51.0624857, -114.0745062 51.062486, -114.0744993 51.0624863, -114.0744924 51.0624867, -114.0744883 51.062487, -114.0744842 51.0624872, -114.0744801 51.0624875, -114.0744761 51.0624877, -114.074472 51.062488, -114.074468 51.0624883, -114.074464 51.0624886, -114.0744601 51.062489, -114.0744561 51.0624894, -114.0744522 51.0624898, -114.0744486 51.0624902, -114.0744451 51.0624907, -114.0744416 51.0624912, -114.0744381 51.0624918, -114.0744346 51.0624926, -114.0744316 51.0624936, -114.0744287 51.0624947, -114.0744261 51.0624961, -114.0744235 51.0624975, -114.0744219 51.0624985))",83a9cb44-c0c8-4b3e-a3aa-46e173e2f8c6
R6621,F,F,Parallel,Active,500 Block CRESCENT RD NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.074228 51.0625155, -114.0742234 51.0625139, -114.0742181 51.0625123, -114.0742127 51.0625109, -114.0742072 51.0625097, -114.0741976 51.0625078, -114.074188 51.0625059, -114.0741783 51.0625039, -114.0741687 51.062502, -114.0741591 51.0625, -114.0741447 51.0624971, -114.0741303 51.0624941, -114.0741159 51.0624912, -114.0741015 51.0624883, -114.074087 51.0624854, -114.074057 51.0624793, -114.0740269 51.0624733, -114.0739968 51.0624673, -114.0739667 51.0624613, -114.0739366 51.0624553, -114.073916 51.0624512, -114.0738954 51.0624471, -114.0738748 51.062443, -114.0738543 51.0624388, -114.0738337 51.0624347, -114.0738027 51.062428, -114.0737715 51.0624214, -114.0737404 51.0624148, -114.0737092 51.0624082, -114.073678 51.0624017, -114.0736475 51.0623954, -114.0736169 51.0623891, -114.0735863 51.0623829, -114.0735557 51.0623767, -114.0735251 51.0623705, -114.0734838 51.0623622, -114.0734424 51.0623541, -114.073401 51.062346, -114.0733596 51.0623379, -114.0733182 51.0623296, -114.0732962 51.062325, -114.0732742 51.0623203, -114.0732523 51.0623155, -114.0732304 51.0623107, -114.0732083 51.0623061, -114.073188 51.062302, -114.0731675 51.0622979, -114.0731471 51.0622938, -114.0731266 51.0622899, -114.0731061 51.062286, -114.0731003 51.062285, -114.0730946 51.0622839, -114.0730888 51.0622829, -114.0730831 51.0622818, -114.0730774 51.0622806, -114.0730547 51.0622761, -114.0730321 51.0622714, -114.0730095 51.0622667, -114.0729871 51.0622618, -114.0729647 51.0622568, -114.0729473 51.0622533, -114.0729299 51.0622499, -114.0729124 51.0622464, -114.072895 51.062243, -114.0728776 51.0622395, -114.0728586 51.0622358, -114.0728396 51.062232, -114.0728207 51.0622282, -114.0728017 51.0622244, -114.0727827 51.0622205, -114.0727752 51.062219, -114.0727677 51.0622173, -114.0727603 51.0622155, -114.0727529 51.0622137, -114.0727456 51.0622117, -114.0727364 51.0622091, -114.0727274 51.0622062, -114.0727184 51.0622032, -114.0727096 51.0622002, -114.0727008 51.062197, -114.0726894 51.0621928, -114.0726779 51.0621885, -114.0726666 51.0621842, -114.0726554 51.0621798, -114.0726442 51.0621752, -114.0726396 51.0621731, -114.072635 51.0621709, -114.0726303 51.0621688, -114.0726256 51.0621668, -114.0726208 51.0621648, -114.0725898 51.0621529, -114.0725588 51.062141, -114.0725277 51.0621291, -114.0724967 51.0621172, -114.0724658 51.0621052, -114.0724323 51.0620922, -114.0723988 51.0620793, -114.0723653 51.0620663, -114.0723318 51.0620533, -114.0722983 51.0620403, -114.0722777 51.0620321, -114.072257 51.062024, -114.0722364 51.0620159, -114.0722157 51.0620077, -114.072195 51.0619996, -114.0721744 51.0619915, -114.0721538 51.0619834, -114.0721331 51.0619753, -114.0721124 51.0619672, -114.0720917 51.0619592, -114.0720715 51.0619515, -114.0720513 51.0619439, -114.0720309 51.0619364, -114.0720107 51.0619289, -114.0719905 51.0619212, -114.071974 51.0619147, -114.0719576 51.0619081, -114.0719412 51.0619016, -114.0719247 51.061895, -114.0719083 51.0618885, -114.0718926 51.0618825, -114.0718769 51.0618765, -114.0718612 51.0618705, -114.0718455 51.0618645, -114.0718299 51.0618584, -114.0718183 51.0618538, -114.0718067 51.0618493, -114.0717952 51.0618447, -114.0717837 51.0618401, -114.0717722 51.0618354, -114.0717667 51.0618332, -114.0717612 51.0618309, -114.0717556 51.0618286, -114.0717501 51.0618264, -114.0717446 51.0618241, -114.0717402 51.0618223, -114.0717357 51.0618205, -114.0717313 51.0618188, -114.0717269 51.061817, -114.0717225 51.0618152, -114.071719 51.0618138, -114.0717153 51.0618125, -114.0717117 51.0618112, -114.071708 51.0618099, -114.0717043 51.0618086, -114.0717016 51.0618077, -114.0716989 51.0618068, -114.0716961 51.0618059, -114.0716933 51.0618051, -114.0716903 51.0618043, -114.071686 51.0618034, -114.0716818 51.0618027, -114.0716775 51.0618023, -114.0716732 51.0618022))",771201ef-8150-4bdd-9391-dcdeb77487e0
R7134,L,L,Parallel,Active,500 Block 9 AV NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0743464 51.0611076, -114.0732189 51.0611078, -114.0730175 51.0611013))",c332ea58-2c04-4d3a-b704-a8a629985c17
R4177,SCA,SCA,Parallel,Active,00 Block SCENIC COVE DR NW,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.2084558 51.1212825, -114.2084191 51.1212651, -114.208305 51.1212112, -114.2081528 51.1211391, -114.2079978 51.1210653, -114.207815 51.1209789, -114.207705 51.1209266, -114.2076365 51.1208948, -114.2074862 51.1208237, -114.2073781 51.1207724, -114.207305 51.1207374, -114.2072219 51.1206978, -114.2071648 51.1206709))",74a0f455-9472-47ee-9bcb-2828d2c15cf5
R3096,X,X,Parallel,Active,2600 Block 12 AV NW,Residential Street,W,0700-1700 MON-SUN,,,120,0700-1700,FR,NW,"MULTILINESTRING ((-114.1225012 51.0619567, -114.1221488 51.0618822))",cf7138a9-65c6-47be-b5ac-e63aca7cb5d7
R4372,J,J,Parallel,Active,500 Block 30 AV SW,Residential Street,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0728071 51.0263345, -114.0723175 51.0263355))",d34d3a7f-4aa6-476f-baa5-300e8f79fd6e
R4375,J,J,Parallel,Active,300 Block ROXBORO RD SW,Collector,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0700462 51.0284908, -114.0698978 51.0285081, -114.0697786 51.0285226, -114.0696693 51.0285356, -114.0695574 51.0285488, -114.0694054 51.0285658, -114.0692929 51.028577, -114.0692164 51.0285834, -114.0691077 51.0285914, -114.0690126 51.0285957, -114.068946 51.028599, -114.0688647 51.0286012, -114.0687963 51.028602, -114.0687523 51.0286024))",26ecfe95-c820-4d83-840b-2d6ae919675f
R4379,J,J,Parallel,Active,400 Block 30 AV SW,Collector,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0704639 51.0263374, -114.0701645 51.0263371))",5a065ea0-1b8c-4809-8636-8e3daef67335
R4443,J,J,Parallel,Active,300 Block 30 AV SW,Collector,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0699323 51.0263389, -114.0698874 51.0263365, -114.0694716 51.0263383, -114.0694029 51.026338))",ba23161d-32f4-4424-9dd5-76ce68c8aa69
R4452,J,J,Parallel,Active,500 Block 30 AV SW,Residential Street,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0736325 51.0263338, -114.0735783 51.0263337, -114.0734722 51.0263338, -114.0732751 51.026333, -114.0730955 51.0263327, -114.073071 51.0263327))",2fd8a403-069c-406a-876a-b30d181798d9
R5047,R,R,Parallel,Active,1400 Block CHARDIE PL SW,Residential Street,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0937392 50.9837731, -114.093719 50.983767, -114.0936898 50.9837629, -114.0936481 50.9837613, -114.0935991 50.9837609, -114.0932697 50.9837618, -114.0929744 50.9837614, -114.0927719 50.9837613))",65005a8b-7d30-4dac-b1e2-29feaf9c5a45
R5106,R,R,Parallel,Active,6900 Block KENT PL SW,Residential Street,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0943148 50.9919387, -114.0942948 50.9919285, -114.0942733 50.9919225, -114.0942494 50.9919193, -114.0942167 50.9919188, -114.0941632 50.9919187, -114.0941073 50.9919188, -114.0940663 50.9919204, -114.0940273 50.9919256, -114.0939936 50.9919339, -114.0939654 50.991943, -114.0939332 50.9919568, -114.0939086 50.9919725))",44fd848c-5d80-4066-ae55-c75ce6d1c294
R5122,R,R,Parallel,Active,1400 Block CHARDIE PL SW,Residential Street,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0944173 50.9840018, -114.0944049 50.9840076, -114.0943829 50.9840144, -114.0943546 50.9840191, -114.0943326 50.9840208, -114.0943106 50.9840209, -114.0942891 50.9840216, -114.0942891 50.9840216, -114.0942581 50.9840243, -114.0942283 50.9840282, -114.094199 50.9840336, -114.0941678 50.9840412, -114.0941369 50.9840511, -114.0941256 50.9840551, -114.0941047 50.9840624, -114.0940731 50.9840717, -114.0940431 50.9840809, -114.0940087 50.9840882, -114.0939938 50.9840888, -114.0939676 50.9840879))",8638a98b-a842-4dfc-b743-19a24208e114
R1548,V,V,Parallel,Active,500 Block 11 AV NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0530661 51.0624458, -114.05099 51.0624347))",e0e48a76-a58c-4b1d-9ac6-83f6433ea376
R1576,F,F,Parallel,Active,900 Block 22 AV NW,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0829618 51.0723646, -114.0815741 51.0723659, -114.081551 51.0723691))",34b385b8-3af4-4e26-916e-d55bb292d00b
R2718,AAA,AAA,Parallel,Active,1000 Block ST MATTHEW SQ NE,Residential Street,W,0700-1800 MON-FRI,,,240,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0395402 51.0518562, -114.0395318 51.0518605, -114.0395021 51.0518727, -114.0394696 51.0518816, -114.0394352 51.0518871, -114.0393998 51.0518889, -114.038979 51.051889))",f82d1d39-c839-49ba-9d22-30d462e4178f
R2719,AAA,AAA,Parallel,Active,900 Block MCPHERSON SQ NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0415953 51.0503766, -114.0415912 51.0503905, -114.0415836 51.0504038, -114.0415726 51.0504161, -114.0415586 51.0504272, -114.041542 51.0504367, -114.0415231 51.0504443, -114.0415024 51.05045, -114.0414806 51.0504534, -114.0414582 51.0504546, -114.0412288 51.0504546, -114.0412075 51.0504536, -114.0411868 51.0504505, -114.0411671 51.0504455, -114.0411488 51.0504385, -114.0411325 51.05043, -114.0411185 51.0504199))",063d73b2-f67a-4198-b587-eb7ea3588e5f
R2728,AAA,AAA,Parallel,Active,900 Block MCPHERSON RD NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.041011 51.0500649, -114.040531 51.050065))",9c646db7-a76d-4258-b4bd-52438904e5ef
R2729,AAA,AAA,Parallel,Active,900 Block MCDOUGALL RD NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0419985 51.0509668, -114.040789 51.0509632))",56bfeefd-fb39-43e5-b948-1d031fad1798
R2731,AAA,AAA,Parallel,Active,1000 Block ST MATTHEW SQ NE,Residential Street,W,0700-1800 MON-FRI,,,240,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0401951 51.0516856, -114.0396956 51.0516857))",8dbbc4a0-0b5a-4183-8539-7ce97a77eac9
R2733,AAA,AAA,Parallel,Active,900 Block MCPHERSON RD NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.042081 51.0500647, -114.0416755 51.0500647))",a8ad61d1-f84d-4942-8e32-e3727fda37fe
R2736,AAA,AAA,Parallel,Active,1000 Block MCDOUGALL RD NE,Residential Street,W,0700-1800 MON-FRI,,,180,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0385226 51.0509576, -114.0381625 51.0509566, -114.0381625 51.0509566, -114.0374937 51.0509546))",59748fba-10dd-483d-9acb-2a7f29540259
R2753,AAA,AAA,Parallel,Active,1000 Block MCDOUGALL RD NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0400239 51.0509619, -114.039615 51.0509607))",34a24be6-b565-4377-b4da-cdc4b57d7bb5
R2790,O,O,Parallel,Active,2400 Block 22 AV SW,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1176218 51.0338452, -114.1176086 51.0338471, -114.1175827 51.0338459, -114.1175488 51.0338383, -114.1175207 51.0338303, -114.1174892 51.0338229, -114.1174542 51.033818, -114.1174141 51.0338142, -114.1173213 51.0338143, -114.1171 51.0338133, -114.1168371 51.0338136, -114.1165434 51.0338141, -114.1163802 51.033814, -114.1163166 51.0338138, -114.1162956 51.0338149, -114.1162582 51.0338251))",2684db54-0715-4886-a764-409db63e0ac1
R5732,GGR,GGR,Parallel,Active,5600 Block JOHN GARDAM AV SW,Residential Street,W,0700-1900 MON-SUN,,,120,0700-1900,FR,SW,"MULTILINESTRING ((-114.127932 51.0030645, -114.127514 51.0030645))",6dcbd92b-b69f-4024-b591-550af6e4f861
R2803,O,O,Parallel,Active,2200 Block 22 AV SW,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1135194 51.0338176, -114.11351 51.033816, -114.1134847 51.0338159, -114.1134792 51.033816, -114.1132697 51.0338154, -114.1130095 51.0338158, -114.1127196 51.0338158, -114.1125746 51.0338159, -114.1123394 51.0338155, -114.1121473 51.0338152, -114.1119766 51.0338161, -114.1117763 51.0338152, -114.1116369 51.0338151, -114.1115125 51.0338149, -114.1114585 51.0338155, -114.1114528 51.0338156, -114.1114225 51.0338161, -114.1113947 51.0338176, -114.1113727 51.0338194))",3a4a9476-fb35-4302-b858-5d663d45c068
R3106,MRT,MRT,Parallel,Active,00 Block MARTHA'S HAVEN PL NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-113.9682195 51.1197347, -113.9680243 51.1197348, -113.9678501 51.1197349, -113.9677931 51.119735, -113.967708 51.1197362, -113.9676615 51.1197375, -113.9675933 51.1197412, -113.9674667 51.1197505, -113.9673528 51.1197637, -113.9671739 51.1197915, -113.966981 51.1198332, -113.9669159 51.1198498, -113.9669151 51.11985, -113.9669146 51.1198502, -113.966899 51.1198539, -113.9668598 51.1198686, -113.9668246 51.119887, -113.9668242 51.1198872, -113.9668075 51.1198957, -113.9667891 51.1199026, -113.9667693 51.1199078, -113.9667476 51.1199112, -113.9667254 51.1199126, -113.9667031 51.1199119, -113.9666812 51.1199091, -113.9666603 51.1199043))",2360af2f-2046-43fb-a617-298315576555
R3110,MRT,MRT,Parallel,Active,00 Block MARTHA'S HAVN PL NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-113.9685527 51.1197344, -113.968346 51.1197346, -113.9683307 51.1197346))",508f4a16-26c8-476e-8eb8-7497424b5ed9
R3181,S,S,Parallel,Active,3600 Block 5 AV NW,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1387406 51.0609288, -114.1385792 51.0608488, -114.1383727 51.0607467))",af23cbea-9094-4897-86af-a8f3678c7bda
R3378,P,P,Parallel,Active,1500 Block 11 AV SW,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FL,SW,"MULTILINESTRING ((-114.0955513 51.043222, -114.0965015 51.0432488))",49ef9ac8-0cd5-44d4-af72-6452315b6a38
R3394,P,P,Parallel,Active,1500 Block 16 AV SW,Residential Street,W,0700-1800 MON-FRI,,,60,0700-1800 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0951605 51.0385723, -114.0950845 51.0385702, -114.0949151 51.0385643, -114.0948571 51.0385636, -114.0948414 51.0385651))",fe6e1283-7e6b-4681-9318-7c20dca1b9f3
R3402,P,P,Parallel,Active,1300 Block 15 AV SW,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0932025 51.0394658, -114.0917299 51.0394245))",a41b949f-f590-42d5-8989-b00e2e08bbfd
R3425,P,P,Parallel,Active,800 Block 19 AV SW,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0816288 51.0360805, -114.0809779 51.0360807))",d15ac25f-70b7-4500-9280-2d4bcfad2c55
R3495,G,G,Parallel,Active,800 Block 4 AV NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0441739 51.0561061, -114.0437459 51.0561072))",738229d6-f5e9-4c7b-81c5-e3facd6591f8
R3496,G,G,Parallel,Active,800 Block 4 AV NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.043658 51.0561017, -114.0432126 51.0561017, -114.0431588 51.0561101))",6391ef97-1ebe-45ab-af99-3f6d61f5e626
R3497,G,G,Parallel,Active,900 Block 4 AV NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0428525 51.0560993, -114.0424245 51.0561004))",da2108ce-96d3-4c3a-bc36-0473c26c7f51
R3498,G,G,Parallel,Active,900 Block 4 AV NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0423141 51.0560977, -114.041886 51.0560989))",6b2619cd-592d-4d43-8373-fcf397302ddb
R3499,G,G,Parallel,Active,600 Block MARSH RD NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0497937 51.0528233, -114.0485324 51.0528201))",89b7c9ee-d130-4a48-9596-55126aa8719d
R3500,G,G,Parallel,Active,600 Block MEREDITH RD NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0500173 51.051956, -114.0492975 51.0519542))",ffc32aee-2350-4544-81d3-c8039a40a3f8
R3505,G,G,Parallel,Active,1200 Block MCDOUGALL RD NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0345927 51.0509449, -114.0338886 51.050945))",943cd468-d77f-47fc-8c45-a24dbc6d07a8
R3598,G,G,Parallel,Active,800 Block MCPHERSON RD NE,Residential Street,W,0700-1800 MON-FRI,,,240,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0429906 51.0499673, -114.0425884 51.0499674))",c11a3004-5fe5-4c94-aeb4-e1fbf4e398a7
